category,label
Education/Educational administration,Teacher working conditions
Education/Educational administration,Teacher professional ethics
Education/Educational administration,Teacher influence
Education/Educational administration,Teacher unions
Education/Educational administration,Teacher salaries
Education/Educational administration,Interuniversity cooperation
Education/Educational management,Streaming
Education/Educational management,Academic admission
Education/Educational management,Admission criteria
Education/Educational management,Early admission
Education/Educational management,Educational admission
Education/Educational management,School admission
Education/Educational management,Student admission
Education/Educational management,Student selection
Education/Educational management,School classes
Education/Educational management,Academic timetables
Education/Educational management,Mainstreaming
Education/Educational management,Regular class placement
Education/Educational management,School feeding
Education/Educational management,School buses
Education/Educational management,School transport
Education/Educational management,Career counselling
Education/Educational management,Career guidance
Education/Educational management,Occupational guidance
Education/Educational systems and levels,Polyvalent adult education
Education/Educational systems and levels,Fundamental education
Education/Educational systems and levels,Traditional educational practices
Education/Educational systems and levels,Parenting
Education/Educational systems and levels,Upbringing
Education/Educational systems and levels,Social education
