category,altLabel
"Politics, law and economics/Organization and management",PPBS
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",Project planning
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",Project identification
"Politics, law and economics/Organization and management",Nationalized enterprises
"Politics, law and economics/Organization and management",Public services
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",Sector-wide planning
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",
"Politics, law and economics/Organization and management",Constituency
"Politics, law and economics/Organization and management",Corporate planning
"Politics, law and economics/Organization and management",International business enterprises
"Politics, law and economics/Organization and management",Multinational enterprises
"Politics, law and economics/Organization and management",Womens associations
"Politics, law and economics/Organization and management",Time study
"Politics, law and economics/Organization and management",Work measurement
"Politics, law and economics/Organization and management",Scouting
"Politics, law and economics/Organization and management",Youth clubs
"Politics, law and economics/Personnel management",Rural workers
"Politics, law and economics/Personnel management",Labour contract
"Politics, law and economics/Personnel management",Craftsmen
"Politics, law and economics/Personnel management",Household workers
"Politics, law and economics/Personnel management",Housekeepers
"Politics, law and economics/Personnel management",Servants
"Politics, law and economics/Personnel management",
"Politics, law and economics/Personnel management",
"Politics, law and economics/Personnel management",
"Politics, law and economics/Personnel management",
"Politics, law and economics/Personnel management",
"Politics, law and economics/Personnel management",Job analysis
"Politics, law and economics/Personnel management",Task analysis
"Politics, law and economics/Personnel management",Job classification
"Politics, law and economics/Personnel management",Post classification
"Politics, law and economics/Personnel management",Post evaluation
