category,label
Information and communication/Information technology (software),Random access
Culture/Art,Dancers
Science/Earth sciences,Coastal erosion
Social and human sciences/Social sciences,Future studies
"Politics, law and economics/Finance and trade",State budget
Social and human sciences/Social problems,Gender minorities
"Politics, law and economics/Economics",Economic growth
"Politics, law and economics/Economic and social development",Obstacles to development
"Politics, law and economics/Manufacturing and transport engineering",Nuclear safety
Social and human sciences/Social systems,Gender stereotypes
Information and communication/Documentary information systems,Research libraries
Information and communication/Information sources,Bibliography compilation
"Politics, law and economics/Agriculture",Pests
Science/Geography and oceanography,Red Sea
"Politics, law and economics/Legal systems",Trade marks
"Politics, law and economics/International relations",World war
Science/Geography and oceanography,Historical geography
Countries and country groupings/Asia and the Pacific,Papua New Guinea
Science/Natural resources,Land resources
Culture/Museums,Archaeological museums
Education/Educational population,Students
"Science/Pollution, disasters and safety",Landslides
Culture/Cultural policy and planning,Cultural behaviour
Culture/Literature,Folk literature
Education/Technical and vocational study subjects,Legal education
Social and human sciences/Social systems,Quality of life
Education/Educational planning,Educational demand
Culture/Culture,Latin American cultures
Countries and country groupings/Asia and the Pacific,Kiribati
Culture/Museums,Maritime museums
"Politics, law and economics/Equipment and facilities",Motor vehicles
Science/Chemical sciences,Organic compounds
Social and human sciences/Human settlements and land use,Urban youth
Education/Educational population,Adult educators
Culture/Visual arts,Paintings
Culture/Performing arts,Popular theatre
"Politics, law and economics/Personnel management",Conditions of employment
Social and human sciences/Social policy and welfare,Social planning
"Politics, law and economics/Organization and management",Centralization
"Politics, law and economics/Equipment and facilities",Radar
Culture/Visual arts,Furniture
Culture/Museums,Specialized museums
Education/Educational systems and levels,Primary education
Culture/Linguistics,Language minorities
Social and human sciences/Psychology,Experimental psychology
Education/Educational administration,Educational administrative structure
Science/Chemical sciences,Chemical elements
Culture/Visual arts,Holography
Social and human sciences/Social problems,Disadvantaged children
Information and communication/Information sciences,Scientific information
Social and human sciences/Population,Rural migration
Social and human sciences/Family,Parent role
Science/Natural resources,Fishery resources
Countries and country groupings/Africa,Angola
"Politics, law and economics/Materials and products",Tin
"Politics, law and economics/Economics",Incomes policy
"Politics, law and economics/Manufacturing and transport engineering",Paper technology
"Politics, law and economics/Labour",Human resources development
"Politics, law and economics/Agriculture",Agricultural credit
Science/Biology,Human genetics
"Politics, law and economics/Personnel management",Working conditions
"Science/Pollution, disasters and safety",Radioactive pollution
Social and human sciences/Social policy and welfare,International voluntary services
